epoch,accuracy,loss,val_accuracy,val_loss
0,0.49681857228279114,1.8092643022537231,0.7220913767814636,1.0977683067321777
1,0.8096893429756165,0.6293199062347412,0.7755242586135864,0.8177229762077332
2,0.8827829957008362,0.3955546021461487,0.799310564994812,0.7020236253738403
3,0.915530800819397,0.29283636808395386,0.806779682636261,0.6501861810684204
4,0.931545615196228,0.23829104006290436,0.8156276941299438,0.6170291900634766
5,0.94191575050354,0.20467834174633026,0.8184430003166199,0.608157753944397
6,0.9488531351089478,0.17996448278427124,0.8224073648452759,0.5877344012260437
7,0.953679084777832,0.16487060487270355,0.8239586353302002,0.5776981711387634
0,0.03312123939394951,3.395134210586548,0.03498994559049606,3.389885902404785
1,0.033408500254154205,3.3861429691314697,0.04079287499189377,3.382704734802246
2,0.03330795839428902,3.3803205490112305,0.03447285294532776,3.3780243396759033
3,0.033537767827510834,3.3765082359313965,0.04343579337000847,3.3749783039093018
4,0.03470117598772049,3.374067783355713,0.05440965294837952,3.3730251789093018
0,0.49681857228279114,1.8035446405410767,0.7254812121391296,1.072625756263733
1,0.8101920485496521,0.6232191324234009,0.7739729881286621,0.8026866912841797
2,0.8845065832138062,0.39247244596481323,0.7995403409004211,0.6985258460044861
3,0.915200412273407,0.2943337857723236,0.806664764881134,0.6451830863952637
4,0.9329962730407715,0.23469500243663788,0.8124676942825317,0.6299169063568115
5,0.942274808883667,0.20428334176540375,0.818098247051239,0.6007643342018127
6,0.9482067823410034,0.18150769174098969,0.8228095173835754,0.5895882248878479
7,0.9545983076095581,0.1634630411863327,0.817638635635376,0.5892103910446167
17408,0.5388880372047424,1.639050841331482,0.5748922824859619,1.4419450759887695
17409,0.8265084624290466,0.5452114343643188,0.7110600471496582,0.9849145412445068
17410,0.906654417514801,0.29024171829223633,0.7508761882781982,0.8858418464660645
17411,0.9453197717666626,0.17653152346611023,0.7729387879371643,0.8632655739784241
17412,0.9643508791923523,0.1151237040758133,0.7858661413192749,0.8572783470153809
17413,0.9751375317573547,0.08003445714712143,0.7840275764465332,0.9161195158958435
17414,0.9829079508781433,0.05736199766397476,0.7908072471618652,0.9149987101554871
17415,0.9878919124603271,0.04121509939432144,0.7965527176856995,0.9386600852012634
0,0.8426238298416138,0.8181873559951782,0.693881094455719,1.1666247844696045
1,0.8752998113632202,0.6224053502082825,0.763458788394928,0.9836046099662781
2,0.9044568538665771,0.45591527223587036,0.767423152923584,0.8817274570465088
3,0.9185901284217834,0.43118926882743835,0.7629991173744202,1.1483019590377808
4,0.914381742477417,0.4076150953769684,0.8155127763748169,0.800395667552948
5,0.931545615196228,0.3617197573184967,0.7785119414329529,1.1037825345993042
6,0.9411401152610779,0.2809712588787079,0.7974145412445068,0.892210841178894
7,0.9451474547386169,0.27489835023880005,0.8290146589279175,0.6969956755638123
34816,0.9739310145378113,0.08117254823446274,0.8457340002059937,0.662864625453949
34817,0.9831664562225342,0.052389346063137054,0.8486641645431519,0.6634325981140137
34818,0.9857805371284485,0.043095894157886505,0.8488940000534058,0.6820641756057739
34819,0.9888542294502258,0.03345965966582298,0.854179859161377,0.6862331628799438
8704,0.9906209111213684,0.02883567102253437,0.8565929532051086,0.7045307755470276
8705,0.9901612997055054,0.02939394861459732,0.8618212938308716,0.7035050392150879
8706,0.9921577572822571,0.024947253987193108,0.8588336706161499,0.6961608529090881
8707,0.9930338859558105,0.021744748577475548,0.8638896942138672,0.6931723356246948
8708,0.9936802387237549,0.020223872736096382,0.8616489768028259,0.7097035646438599
8709,0.9934648275375366,0.019141342490911484,0.8610743880271912,0.6891528964042664
